Test 52 | Seed 1408 | Reward 10.0
Test 53 | Seed 55 | Reward 9.0
Test 54 | Seed 1176 | Reward 9.0
Test 55 | Seed 1611 | Reward 8.0
Test 56 | Seed 1803 | Reward 10.0
Test 57 | Seed 884 | Reward 9.0
Test 58 | Seed 909 | Reward 10.0
Test 59 | Seed 2664 | Reward 9.0
Test 60 | Seed 2798 | Reward 9.0
Test 61 | Seed 2699 | Reward 9.0
Test 62 | Seed 2946 | Reward 10.0
Test 63 | Seed 2325 | Reward 8.0
Test 64 | Seed 2231 | Reward 9.0
Test 65 | Seed 206 | Reward 8.0
Test 66 | Seed 1212 | Reward 9.0
Test 67 | Seed 54 | Reward 9.0
Test 68 | Seed 2347 | Reward 9.0
Test 69 | Seed 2000 | Reward 8.0
Test 70 | Seed 960 | Reward 10.0
Test 71 | Seed 561 | Reward 8.0
Test 72 | Seed 222 | Reward 9.0
Test 73 | Seed 1220 | Reward 9.0
Test 74 | Seed 2845 | Reward 9.0
Test 75 | Seed 2164 | Reward 9.0
Test 76 | Seed 1273 | Reward 8.0
Test 77 | Seed 794 | Reward 10.0
Test 78 | Seed 2308 | Reward 9.0
Test 79 | Seed 925 | Reward 9.0
Test 80 | Seed 661 | Reward 9.0
Test 81 | Seed 244 | Reward 10.0
Test 82 | Seed 858 | Reward 9.0
Test 83 | Seed 2503 | Reward 11.0
Test 84 | Seed 632 | Reward 9.0
Test 85 | Seed 2350 | Reward 9.0
Test 86 | Seed 206 | Reward 8.0
Test 87 | Seed 650 | Reward 9.0
Test 88 | Seed 1116 | Reward 9.0
Test 89 | Seed 1722 | Reward 9.0
Test 90 | Seed 2056 | Reward 9.0
Test 91 | Seed 25 | Reward 8.0
Test 92 | Seed 88 | Reward 10.0
Test 93 | Seed 1340 | Reward 9.0
Test 94 | Seed 1150 | Reward 8.0
Test 95 | Seed 1575 | Reward 9.0
Test 96 | Seed 1222 | Reward 8.0
Test 97 | Seed 1034 | Reward 10.0
Test 98 | Seed 2956 | Reward 9.0
Test 99 | Seed 743 | Reward 10.0
Test 100 | Seed 739 | Reward 10.0

Mean Test Reward: 9.13
Std Reward: 0.6878226515607058
9.13
25,Test 1 | Seed 2008 | Reward 9.0
Test 2 | Seed 1590 | Reward 10.0
Test 3 | Seed 554 | Reward 9.0
Test 4 | Seed 2271 | Reward 10.0
Test 5 | Seed 2319 | Reward 10.0
Test 6 | Seed 1650 | Reward 10.0
Test 7 | Seed 716 | Reward 10.0
Test 8 | Seed 398 | Reward 10.0
Test 9 | Seed 912 | Reward 9.0
Test 10 | Seed 981 | Reward 8.0
Test 11 | Seed 770 | Reward 10.0
Test 12 | Seed 2554 | Reward 8.0
Test 13 | Seed 2068 | Reward 9.0
Test 14 | Seed 1116 | Reward 9.0
Test 15 | Seed 1925 | Reward 9.0
Test 16 | Seed 2215 | Reward 8.0
Test 17 | Seed 2237 | Reward 9.0
Test 18 | Seed 176 | Reward 9.0
Test 19 | Seed 2450 | Reward 10.0
Test 20 | Seed 1980 | Reward 9.0
Test 21 | Seed 296 | Reward 9.0
Test 22 | Seed 801 | Reward 10.0
Test 23 | Seed 949 | Reward 9.0
Test 24 | Seed 2213 | Reward 9.0
Test 25 | Seed 1037 | Reward 8.0
Test 26 | Seed 581 | Reward 9.0
Test 27 | Seed 1892 | Reward 10.0
Test 28 | Seed 1413 | Reward 9.0
Test 29 | Seed 866 | Reward 10.0
Test 30 | Seed 1344 | Reward 10.0
Test 31 | Seed 1682 | Reward 9.0
Test 32 | Seed 1562 | Reward 9.0
Test 33 | Seed 2408 | Reward 9.0
Test 34 | Seed 2947 | Reward 10.0
Test 35 | Seed 1976 | Reward 10.0
Test 36 | Seed 2747 | Reward 8.0
Test 37 | Seed 2070 | Reward 10.0
Test 38 | Seed 2670 | Reward 9.0
Test 39 | Seed 252 | Reward 9.0
Test 40 | Seed 2059 | Reward 10.0
Test 41 | Seed 2093 | Reward 10.0
Test 42 | Seed 2647 | Reward 10.0
Test 43 | Seed 32 | Reward 8.0
Test 44 | Seed 2101 | Reward 10.0
Test 45 | Seed 2229 | Reward 9.0
Test 46 | Seed 1226 | Reward 10.0
Test 47 | Seed 2643 | Reward 8.0
Test 48 | Seed 2766 | Reward 8.0
Test 49 | Seed 2774 | Reward 8.0
Test 50 | Seed 239 | Reward 10.0
Test 51 | Seed 552 | Reward 9.0
Test 52 | Seed 2450 | Reward 10.0
Test 53 | Seed 1906 | Reward 9.0
Test 54 | Seed 469 | Reward 8.0
Test 55 | Seed 1218 | Reward 9.0
Test 56 | Seed 2779 | Reward 10.0
Test 57 | Seed 817 | Reward 9.0
Test 58 | Seed 2005 | Reward 9.0
Test 59 | Seed 652 | Reward 10.0
Test 60 | Seed 2963 | Reward 10.0
Test 61 | Seed 2139 | Reward 9.0
Test 62 | Seed 34 | Reward 8.0
Test 63 | Seed 8 | Reward 10.0
Test 64 | Seed 2746 | Reward 10.0
Test 65 | Seed 1914 | Reward 9.0
Test 66 | Seed 2685 | Reward 10.0
Test 67 | Seed 2384 | Reward 9.0
Test 68 | Seed 1639 | Reward 9.0
Test 69 | Seed 2891 | Reward 9.0
Test 70 | Seed 1057 | Reward 8.0
Test 71 | Seed 483 | Reward 9.0
Test 72 | Seed 2618 | Reward 9.0
Test 73 | Seed 2564 | Reward 10.0
Test 74 | Seed 1502 | Reward 10.0
Test 75 | Seed 2699 | Reward 9.0
Test 76 | Seed 2555 | Reward 9.0
Test 77 | Seed 2188 | Reward 10.0
Test 78 | Seed 2849 | Reward 10.0
Test 79 | Seed 451 | Reward 10.0
Test 80 | Seed 2531 | Reward 10.0
Test 81 | Seed 2889 | Reward 8.0
Test 82 | Seed 2972 | Reward 9.0
Test 83 | Seed 2616 | Reward 9.0
Test 84 | Seed 1698 | Reward 9.0
Test 85 | Seed 336 | Reward 9.0
Test 86 | Seed 13 | Reward 9.0
Test 87 | Seed 2576 | Reward 9.0
Test 88 | Seed 2606 | Reward 10.0
Test 89 | Seed 1063 | Reward 9.0
Test 90 | Seed 2719 | Reward 10.0
Test 91 | Seed 1671 | Reward 9.0
Test 92 | Seed 1700 | Reward 10.0
Test 93 | Seed 50 | Reward 10.0
Test 94 | Seed 837 | Reward 10.0
Test 95 | Seed 1166 | Reward 10.0
Test 96 | Seed 2816 | Reward 8.0
Test 97 | Seed 2904 | Reward 8.0
Test 98 | Seed 295 | Reward 9.0
Test 99 | Seed 377 | Reward 10.0
Test 100 | Seed 735 | Reward 8.0

Mean Test Reward: 9.25
Std Reward: 0.7123903424387503
9.25
26,Test 1 | Seed 2640 | Reward 8.0
Test 2 | Seed 2614 | Reward 10.0
Test 3 | Seed 283 | Reward 8.0
Test 4 | Seed 1100 | Reward 10.0
Test 5 | Seed 243 | Reward 10.0
Test 6 | Seed 561 | Reward 8.0
Test 7 | Seed 321 | Reward 9.0
Test 8 | Seed 823 | Reward 10.0
Test 9 | Seed 2626 | Reward 8.0
Test 10 | Seed 1715 | Reward 10.0
Test 11 | Seed 2258 | Reward 9.0
Test 12 | Seed 562 | Reward 8.0
Test 13 | Seed 2142 | Reward 10.0
Test 14 | Seed 2078 | Reward 10.0
Test 15 | Seed 1680 | Reward 10.0
Test 16 | Seed 2348 | Reward 10.0
Test 17 | Seed 1509 | Reward 9.0
Test 18 | Seed 417 | Reward 8.0
Test 19 | Seed 2551 | Reward 8.0
Test 20 | Seed 771 | Reward 9.0
Test 21 | Seed 2712 | Reward 8.0
Test 22 | Seed 1575 | Reward 9.0
Test 23 | Seed 1375 | Reward 11.0
Test 24 | Seed 1588 | Reward 8.0
Test 25 | Seed 2427 | Reward 8.0
Test 26 | Seed 474 | Reward 9.0
Test 27 | Seed 2493 | Reward 9.0
Test 28 | Seed 821 | Reward 8.0
Test 29 | Seed 1469 | Reward 9.0
Test 30 | Seed 1183 | Reward 10.0
Test 31 | Seed 552 | Reward 9.0
Test 32 | Seed 2372 | Reward 10.0
Test 33 | Seed 1888 | Reward 10.0
Test 34 | Seed 240 | Reward 10.0
Test 35 | Seed 1242 | Reward 9.0
Test 36 | Seed 2907 | Reward 9.0
Test 37 | Seed 1296 | Reward 10.0
Test 38 | Seed 2880 | Reward 10.0
Test 39 | Seed 93 | Reward 8.0
Test 40 | Seed 1107 | Reward 8.0
Test 41 | Seed 2506 | Reward 9.0
Test 42 | Seed 940 | Reward 10.0
Test 43 | Seed 1514 | Reward 10.0
Test 44 | Seed 255 | Reward 10.0
Test 45 | Seed 1295 | Reward 9.0
Test 46 | Seed 2259 | Reward 10.0
Test 47 | Seed 1390 | Reward 10.0
Test 48 | Seed 1042 | Reward 9.0
Test 49 | Seed 848 | Reward 10.0
Test 50 | Seed 2025 | Reward 10.0
Test 51 | Seed 643 | Reward 10.0
Test 52 | Seed 1374 | Reward 8.0
Test 53 | Seed 1852 | Reward 9.0
Test 54 | Seed 159 | Reward 8.0
Test 55 | Seed 423 | Reward 9.0
Test 56 | Seed 1230 | Reward 10.0
Test 57 | Seed 2242 | Reward 9.0
Test 58 | Seed 2418 | Reward 9.0
Test 59 | Seed 2404 | Reward 9.0
Test 60 | Seed 949 | Reward 9.0
Test 61 | Seed 1049 | Reward 9.0
Test 62 | Seed 1186 | Reward 9.0
Test 63 | Seed 1857 | Reward 9.0
Test 64 | Seed 278 | Reward 9.0
Test 65 | Seed 1265 | Reward 10.0
Test 66 | Seed 162 | Reward 10.0
Test 67 | Seed 462 | Reward 9.0
Test 68 | Seed 2160 | Reward 9.0
Test 69 | Seed 744 | Reward 9.0
Test 70 | Seed 61 | Reward 8.0
Test 71 | Seed 43 | Reward 9.0
Test 72 | Seed 2703 | Reward 9.0
Test 73 | Seed 2307 | Reward 9.0
Test 74 | Seed 2167 | Reward 9.0
Test 75 | Seed 1444 | Reward 10.0
Test 76 | Seed 880 | Reward 9.0
Test 77 | Seed 1595 | Reward 9.0
Test 78 | Seed 461 | Reward 8.0
Test 79 | Seed 2068 | Reward 9.0
Test 80 | Seed 2684 | Reward 9.0
Test 81 | Seed 163 | Reward 10.0
Test 82 | Seed 658 | Reward 8.0
Test 83 | Seed 2615 | Reward 10.0
Test 84 | Seed 60 | Reward 8.0
Test 85 | Seed 2802 | Reward 8.0
Test 86 | Seed 1835 | Reward 10.0
Test 87 | Seed 2618 | Reward 9.0
Test 88 | Seed 1322 | Reward 10.0
Test 89 | Seed 424 | Reward 9.0
Test 90 | Seed 1186 | Reward 9.0
Test 91 | Seed 1532 | Reward 11.0
Test 92 | Seed 2173 | Reward 9.0
Test 93 | Seed 256 | Reward 10.0
Test 94 | Seed 430 | Reward 10.0
Test 95 | Seed 668 | Reward 9.0
Test 96 | Seed 42 | Reward 9.0
Test 97 | Seed 1330 | Reward 8.0
Test 98 | Seed 85 | Reward 10.0
Test 99 | Seed 1210 | Reward 10.0
Test 100 | Seed 1653 | Reward 10.0

Mean Test Reward: 9.19
Std Reward: 0.783517708797957
9.19
27,Test 1 | Seed 654 | Reward 10.0
Test 2 | Seed 1603 | Reward 10.0
Test 3 | Seed 447 | Reward 8.0
Test 4 | Seed 417 | Reward 8.0
Test 5 | Seed 1451 | Reward 10.0
Test 6 | Seed 2931 | Reward 9.0
Test 7 | Seed 2480 | Reward 8.0
Test 8 | Seed 2614 | Reward 10.0
Test 9 | Seed 251 | Reward 10.0
Test 10 | Seed 579 | Reward 9.0
Test 11 | Seed 2582 | Reward 9.0
Test 12 | Seed 972 | Reward 9.0
Test 13 | Seed 2617 | Reward 9.0
Test 14 | Seed 108 | Reward 9.0
Test 15 | Seed 1598 | Reward 9.0
Test 16 | Seed 1177 | Reward 9.0
Test 17 | Seed 1812 | Reward 9.0
Test 18 | Seed 1033 | Reward 9.0
Test 19 | Seed 1993 | Reward 9.0
Test 20 | Seed 1241 | Reward 9.0
Test 21 | Seed 588 | Reward 10.0
Test 22 | Seed 134 | Reward 9.0
Test 23 | Seed 1164 | Reward 10.0
Test 24 | Seed 2633 | Reward 9.0
Test 25 | Seed 777 | Reward 9.0
Test 26 | Seed 95 | Reward 10.0
Test 27 | Seed 215 | Reward 9.0
Test 28 | Seed 729 | Reward 9.0
Test 29 | Seed 1050 | Reward 8.0
Test 30 | Seed 1699 | Reward 9.0
Test 31 | Seed 2568 | Reward 9.0
Test 32 | Seed 1419 | Reward 10.0
Test 33 | Seed 1541 | Reward 9.0
Test 34 | Seed 93 | Reward 8.0
Test 35 | Seed 1863 | Reward 11.0
Test 36 | Seed 2637 | Reward 8.0
Test 37 | Seed 1611 | Reward 8.0
Test 38 | Seed 1359 | Reward 10.0
Test 39 | Seed 811 | Reward 10.0
Test 40 | Seed 1348 | Reward 10.0
Test 41 | Seed 1298 | Reward 9.0
Test 42 | Seed 1322 | Reward 10.0
Test 43 | Seed 1129 | Reward 9.0
Test 44 | Seed 1446 | Reward 9.0
Test 45 | Seed 394 | Reward 10.0
Test 46 | Seed 1634 | Reward 8.0
Test 47 | Seed 16 | Reward 8.0
Test 48 | Seed 2908 | Reward 9.0
Test 49 | Seed 1972 | Reward 10.0
Test 50 | Seed 1418 | Reward 9.0
Test 51 | Seed 353 | Reward 10.0
Test 52 | Seed 498 | Reward 10.0
Test 53 | Seed 2564 | Reward 10.0
Test 54 | Seed 2138 | Reward 10.0
Test 55 | Seed 1710 | Reward 10.0
Test 56 | Seed 2060 | Reward 8.0
Test 57 | Seed 1339 | Reward 10.0
Test 58 | Seed 1743 | Reward 10.0
Test 59 | Seed 1054 | Reward 8.0
Test 60 | Seed 551 | Reward 10.0
Test 61 | Seed 654 | Reward 10.0
Test 62 | Seed 2837 | Reward 9.0
Test 63 | Seed 2435 | Reward 9.0
Test 64 | Seed 2074 | Reward 9.0
Test 65 | Seed 852 | Reward 11.0
Test 66 | Seed 179 | Reward 10.0
Test 67 | Seed 2100 | Reward 10.0
Test 68 | Seed 1102 | Reward 9.0
Test 69 | Seed 621 | Reward 8.0
Test 70 | Seed 1537 | Reward 9.0
Test 71 | Seed 982 | Reward 8.0
Test 72 | Seed 1511 | Reward 8.0
Test 73 | Seed 1335 | Reward 9.0
Test 74 | Seed 2736 | Reward 9.0
Test 75 | Seed 2053 | Reward 8.0
Test 76 | Seed 1605 | Reward 11.0
Test 77 | Seed 2015 | Reward 9.0
Test 78 | Seed 2211 | Reward 11.0
Test 79 | Seed 130 | Reward 11.0
Test 80 | Seed 2751 | Reward 9.0
Test 81 | Seed 2356 | Reward 10.0
Test 82 | Seed 645 | Reward 10.0
Test 83 | Seed 378 | Reward 8.0
Test 84 | Seed 287 | Reward 10.0
Test 85 | Seed 600 | Reward 10.0
Test 86 | Seed 630 | Reward 9.0
Test 87 | Seed 251 | Reward 10.0
Test 88 | Seed 352 | Reward 8.0
Test 89 | Seed 2235 | Reward 10.0
Test 90 | Seed 1958 | Reward 9.0
Test 91 | Seed 1364 | Reward 9.0
Test 92 | Seed 2907 | Reward 9.0
Test 93 | Seed 1034 | Reward 10.0
Test 94 | Seed 2272 | Reward 9.0
Test 95 | Seed 729 | Reward 9.0
Test 96 | Seed 529 | Reward 10.0
Test 97 | Seed 1733 | Reward 10.0
Test 98 | Seed 2104 | Reward 10.0
Test 99 | Seed 1950 | Reward 10.0
Test 100 | Seed 958 | Reward 9.0

Mean Test Reward: 9.3
Std Reward: 0.806225774829855
9.3
28,Test 1 | Seed 544 | Reward 9.0
Test 2 | Seed 2248 | Reward 9.0
Test 3 | Seed 1298 | Reward 9.0
Test 4 | Seed 2481 | Reward 9.0
Test 5 | Seed 780 | Reward 10.0
Test 6 | Seed 55 | Reward 9.0
Test 7 | Seed 583 | Reward 9.0
Test 8 | Seed 633 | Reward 9.0
Test 9 | Seed 2640 | Reward 8.0
Test 10 | Seed 1582 | Reward 9.0
Test 11 | Seed 2314 | Reward 9.0
Test 12 | Seed 1373 | Reward 8.0
Test 13 | Seed 1684 | Reward 10.0
Test 14 | Seed 861 | Reward 10.0
Test 15 | Seed 553 | Reward 9.0
Test 16 | Seed 2302 | Reward 8.0
Test 17 | Seed 1976 | Reward 10.0
Test 18 | Seed 2868 | Reward 9.0
Test 19 | Seed 1122 | Reward 9.0
Test 20 | Seed 214 | Reward 8.0
Test 21 | Seed 49 | Reward 9.0
Test 22 | Seed 2526 | Reward 9.0
Test 23 | Seed 324 | Reward 10.0
Test 24 | Seed 2301 | Reward 8.0
Test 25 | Seed 1527 | Reward 8.0
Test 26 | Seed 2967 | Reward 10.0
Test 27 | Seed 1628 | Reward 10.0
Test 28 | Seed 1876 | Reward 9.0
Test 29 | Seed 231 | Reward 9.0
Test 30 | Seed 1694 | Reward 10.0
Test 31 | Seed 204 | Reward 11.0
Test 32 | Seed 5 | Reward 10.0
Test 33 | Seed 583 | Reward 9.0
Test 34 | Seed 2729 | Reward 9.0
Test 35 | Seed 2307 | Reward 9.0
Test 36 | Seed 49 | Reward 9.0
Test 37 | Seed 1533 | Reward 10.0
Test 38 | Seed 969 | Reward 8.0
Test 39 | Seed 2770 | Reward 10.0
Test 40 | Seed 861 | Reward 10.0
Test 41 | Seed 2499 | Reward 10.0
Test 42 | Seed 752 | Reward 9.0
Test 43 | Seed 2122 | Reward 8.0
Test 44 | Seed 1786 | Reward 9.0
Test 45 | Seed 2854 | Reward 9.0
Test 46 | Seed 1697 | Reward 9.0
Test 47 | Seed 1023 | Reward 10.0
Test 48 | Seed 2064 | Reward 9.0
Test 49 | Seed 617 | Reward 9.0
Test 50 | Seed 1873 | Reward 10.0
Test 51 | Seed 2586 | Reward 8.0
Test 52 | Seed 1025 | Reward 9.0
Test 53 | Seed 2077 | Reward 10.0
Test 54 | Seed 2709 | Reward 9.0
Test 55 | Seed 2008 | Reward 9.0
Test 56 | Seed 1204 | Reward 10.0
Test 57 | Seed 1088 | Reward 10.0
Test 58 | Seed 2929 | Reward 9.0
Test 59 | Seed 2141 | Reward 9.0
Test 60 | Seed 883 | Reward 9.0
Test 61 | Seed 1907 | Reward 10.0
Test 62 | Seed 2459 | Reward 10.0
Test 63 | Seed 2804 | Reward 10.0
Test 64 | Seed 800 | Reward 9.0
Test 65 | Seed 1431 | Reward 10.0
Test 66 | Seed 2783 | Reward 9.0
Test 67 | Seed 902 | Reward 10.0
Test 68 | Seed 2843 | Reward 9.0
Test 69 | Seed 2667 | Reward 10.0
Test 70 | Seed 925 | Reward 9.0
Test 71 | Seed 1270 | Reward 9.0
Test 72 | Seed 2958 | Reward 10.0
Test 73 | Seed 2996 | Reward 10.0
Test 74 | Seed 2041 | Reward 10.0
Test 75 | Seed 405 | Reward 10.0
Test 76 | Seed 811 | Reward 10.0
Test 77 | Seed 865 | Reward 9.0
Test 78 | Seed 1162 | Reward 10.0
Test 79 | Seed 28 | Reward 8.0
Test 80 | Seed 2030 | Reward 10.0
Test 81 | Seed 1830 | Reward 9.0
Test 82 | Seed 1748 | Reward 9.0
Test 83 | Seed 267 | Reward 9.0
Test 84 | Seed 1909 | Reward 8.0
Test 85 | Seed 855 | Reward 10.0
Test 86 | Seed 1715 | Reward 10.0
Test 87 | Seed 1091 | Reward 9.0
Test 88 | Seed 2508 | Reward 10.0
Test 89 | Seed 1046 | Reward 10.0
Test 90 | Seed 971 | Reward 10.0
Test 91 | Seed 2960 | Reward 8.0
Test 92 | Seed 953 | Reward 9.0
Test 93 | Seed 641 | Reward 10.0
Test 94 | Seed 2730 | Reward 9.0
Test 95 | Seed 1589 | Reward 9.0
Test 96 | Seed 773 | Reward 8.0
Test 97 | Seed 2577 | Reward 10.0
Test 98 | Seed 2124 | Reward 10.0
Test 99 | Seed 2032 | Reward 10.0
Test 100 | Seed 566 | Reward 10.0

Mean Test Reward: 9.3
Std Reward: 0.7000000000000002
9.3
29,Test 1 | Seed 2643 | Reward 8.0
Test 2 | Seed 1532 | Reward 11.0
Test 3 | Seed 1454 | Reward 10.0
Test 4 | Seed 983 | Reward 9.0
Test 5 | Seed 212 | Reward 8.0
Test 6 | Seed 409 | Reward 10.0
Test 7 | Seed 2199 | Reward 9.0
Test 8 | Seed 1115 | Reward 8.0
Test 9 | Seed 2115 | Reward 10.0
Test 10 | Seed 2947 | Reward 10.0
Test 11 | Seed 520 | Reward 9.0
Test 12 | Seed 2169 | Reward 10.0
Test 13 | Seed 1191 | Reward 8.0
Test 14 | Seed 1703 | Reward 9.0
Test 15 | Seed 1546 | Reward 9.0
Test 16 | Seed 1113 | Reward 9.0
Test 17 | Seed 1540 | Reward 8.0
Test 18 | Seed 35 | Reward 9.0
Test 19 | Seed 1681 | Reward 11.0
Test 20 | Seed 1397 | Reward 10.0
Test 21 | Seed 2415 | Reward 10.0
Test 22 | Seed 1172 | Reward 9.0
Test 23 | Seed 2916 | Reward 8.0
Test 24 | Seed 2144 | Reward 9.0
Test 25 | Seed 868 | Reward 9.0
Test 26 | Seed 2394 | Reward 9.0
Test 27 | Seed 2964 | Reward 9.0
Test 28 | Seed 1868 | Reward 10.0
Test 29 | Seed 833 | Reward 9.0
Test 30 | Seed 175 | Reward 9.0
Test 31 | Seed 2169 | Reward 10.0
Test 32 | Seed 406 | Reward 8.0
Test 33 | Seed 1320 | Reward 9.0
Test 34 | Seed 1532 | Reward 11.0
Test 35 | Seed 2734 | Reward 9.0
Test 36 | Seed 287 | Reward 10.0
Test 37 | Seed 2726 | Reward 8.0
Test 38 | Seed 2580 | Reward 8.0
Test 39 | Seed 2115 | Reward 10.0
Test 40 | Seed 1645 | Reward 10.0
Test 41 | Seed 2084 | Reward 10.0
Test 42 | Seed 2046 | Reward 10.0
Test 43 | Seed 1267 | Reward 9.0
Test 44 | Seed 1106 | Reward 9.0
Test 45 | Seed 2659 | Reward 9.0
Test 46 | Seed 2445 | Reward 11.0
Test 47 | Seed 1069 | Reward 9.0
Test 48 | Seed 221 | Reward 10.0
Test 49 | Seed 2813 | Reward 10.0
Test 50 | Seed 1424 | Reward 9.0
Test 51 | Seed 2033 | Reward 8.0
Test 52 | Seed 1290 | Reward 8.0
Test 53 | Seed 1797 | Reward 9.0
Test 54 | Seed 355 | Reward 10.0
Test 55 | Seed 427 | Reward 9.0
Test 56 | Seed 2362 | Reward 10.0
Test 57 | Seed 2648 | Reward 8.0
Test 58 | Seed 946 | Reward 10.0
Test 59 | Seed 2917 | Reward 10.0
Test 60 | Seed 823 | Reward 10.0
Test 61 | Seed 2287 | Reward 9.0
Test 62 | Seed 276 | Reward 9.0
Test 63 | Seed 1571 | Reward 9.0
Test 64 | Seed 2545 | Reward 10.0
Test 65 | Seed 2569 | Reward 10.0
Test 66 | Seed 2993 | Reward 9.0
Test 67 | Seed 1271 | Reward 10.0
Test 68 | Seed 506 | Reward 8.0
Test 69 | Seed 2245 | Reward 10.0
Test 70 | Seed 1235 | Reward 10.0
Test 71 | Seed 525 | Reward 9.0
Test 72 | Seed 2136 | Reward 9.0
Test 73 | Seed 848 | Reward 10.0
Test 74 | Seed 2352 | Reward 9.0
Test 75 | Seed 392 | Reward 9.0
Test 76 | Seed 2767 | Reward 10.0
Test 77 | Seed 2822 | Reward 9.0
Test 78 | Seed 1706 | Reward 9.0
Test 79 | Seed 515 | Reward 8.0
Test 80 | Seed 1416 | Reward 9.0
Test 81 | Seed 435 | Reward 9.0
Test 82 | Seed 136 | Reward 8.0
Test 83 | Seed 2295 | Reward 9.0
Test 84 | Seed 51 | Reward 9.0
Test 85 | Seed 101 | Reward 9.0
Test 86 | Seed 544 | Reward 9.0
Test 87 | Seed 2074 | Reward 9.0
Test 88 | Seed 2483 | Reward 9.0
Test 89 | Seed 955 | Reward 9.0
Test 90 | Seed 1194 | Reward 9.0
Test 91 | Seed 882 | Reward 10.0
Test 92 | Seed 2521 | Reward 8.0
Test 93 | Seed 299 | Reward 11.0
Test 94 | Seed 2270 | Reward 9.0
Test 95 | Seed 926 | Reward 11.0
Test 96 | Seed 773 | Reward 8.0
Test 97 | Seed 308 | Reward 8.0
Test 98 | Seed 1018 | Reward 10.0
Test 99 | Seed 436 | Reward 10.0
Test 100 | Seed 233 | Reward 11.0

Mean Test Reward: 9.27
Std Reward: 0.8349251463454672
9.27
30,Test 1 | Seed 371 | Reward 9.0
Test 2 | Seed 1095 | Reward 9.0
Test 3 | Seed 879 | Reward 9.0
Test 4 | Seed 2101 | Reward 10.0
Test 5 | Seed 1740 | Reward 10.0
Test 6 | Seed 2386 | Reward 8.0
Test 7 | Seed 832 | Reward 8.0
Test 8 | Seed 837 | Reward 10.0
Test 9 | Seed 1897 | Reward 10.0
Test 10 | Seed 691 | Reward 8.0
Test 11 | Seed 1228 | Reward 10.0
Test 12 | Seed 599 | Reward 9.0
Test 13 | Seed 2180 | Reward 9.0
Test 14 | Seed 2636 | Reward 9.0
Test 15 | Seed 1960 | Reward 10.0
Test 16 | Seed 683 | Reward 9.0
Test 17 | Seed 949 | Reward 9.0
Test 18 | Seed 669 | Reward 10.0
Test 19 | Seed 2460 | Reward 10.0
Test 20 | Seed 1094 | Reward 9.0
Test 21 | Seed 422 | Reward 10.0
Test 22 | Seed 2794 | Reward 9.0
Test 23 | Seed 2568 | Reward 9.0
Test 24 | Seed 348 | Reward 9.0
Test 25 | Seed 2138 | Reward 10.0
Test 26 | Seed 1631 | Reward 8.0
Test 27 | Seed 2059 | Reward 10.0
Test 28 | Seed 2075 | Reward 9.0
Test 29 | Seed 2313 | Reward 9.0
Test 30 | Seed 2991 | Reward 10.0
Test 31 | Seed 1026 | Reward 10.0
Test 32 | Seed 957 | Reward 10.0
Test 33 | Seed 67 | Reward 10.0
Test 34 | Seed 2868 | Reward 9.0
Test 35 | Seed 1002 | Reward 10.0
Test 36 | Seed 2351 | Reward 9.0
Test 37 | Seed 449 | Reward 10.0
Test 38 | Seed 745 | Reward 10.0
Test 39 | Seed 2369 | Reward 10.0
Test 40 | Seed 74 | Reward 10.0
Test 41 | Seed 2819 | Reward 10.0
Test 42 | Seed 1969 | Reward 11.0
Test 43 | Seed 1144 | Reward 9.0
Test 44 | Seed 1571 | Reward 9.0
Test 45 | Seed 1650 | Reward 10.0
Test 46 | Seed 1701 | Reward 10.0
Test 47 | Seed 711 | Reward 10.0
Test 48 | Seed 1097 | Reward 9.0
Test 49 | Seed 2099 | Reward 11.0
Test 50 | Seed 2457 | Reward 9.0
Test 51 | Seed 1150 | Reward 8.0
Test 52 | Seed 1656 | Reward 9.0
Test 53 | Seed 863 | Reward 10.0
Test 54 | Seed 2477 | Reward 10.0
Test 55 | Seed 173 | Reward 9.0
Test 56 | Seed 1140 | Reward 9.0
Test 57 | Seed 400 | Reward 10.0
Test 58 | Seed 2698 | Reward 9.0
Test 59 | Seed 2790 | Reward 9.0
Test 60 | Seed 1215 | Reward 9.0
Test 61 | Seed 117 | Reward 9.0
Test 62 | Seed 1570 | Reward 10.0
Test 63 | Seed 1086 | Reward 10.0
Test 64 | Seed 2563 | Reward 10.0
Test 65 | Seed 2667 | Reward 10.0
Test 66 | Seed 2508 | Reward 10.0
Test 67 | Seed 2585 | Reward 9.0
Test 68 | Seed 1254 | Reward 11.0
Test 69 | Seed 1509 | Reward 9.0
Test 70 | Seed 224 | Reward 10.0
Test 71 | Seed 2949 | Reward 8.0
Test 72 | Seed 2218 | Reward 8.0
Test 73 | Seed 1690 | Reward 9.0
Test 74 | Seed 2613 | Reward 10.0
Test 75 | Seed 2754 | Reward 10.0
Test 76 | Seed 1359 | Reward 10.0
Test 77 | Seed 618 | Reward 10.0
Test 78 | Seed 2147 | Reward 9.0
Test 79 | Seed 2873 | Reward 9.0
Test 80 | Seed 1786 | Reward 9.0
Test 81 | Seed 1445 | Reward 9.0
Test 82 | Seed 292 | Reward 9.0
Test 83 | Seed 2378 | Reward 10.0
Test 84 | Seed 1884 | Reward 9.0
Test 85 | Seed 2641 | Reward 10.0
Test 86 | Seed 1202 | Reward 11.0
Test 87 | Seed 2994 | Reward 9.0
